Date,High,Low,Open,Close,Volume,Adj Close
05-01-2006,74.9,73.75,74.83,74.38,16050800,2.287855752
06-01-2006,76.7,74.55,75.24,76.3,25159200,2.346913066
09-01-2006,77.2,75.74,76.73,76.05,24108600,2.339223312
10-01-2006,81.89,75.83,76.25,80.86,81423900,2.487174188
11-01-2006,84.8,82.59,83.84,83.9,53349800,2.580681602
12-01-2006,86.4,83.62,84.97,84.291,45743200,2.592708378
13-01-2006,86.01,84.6,84.99,85.5899,27725200,2.632661267
17-01-2006,86.38,83.87,85.7,84.7101,29843700,2.605599483
18-01-2006,84.05,81.85,83.08,82.4901,42879900,2.537314463
19-01-2006,81.66,78.74,81.25,79.035,60566000,2.43103898
20-01-2006,80.04,75.83,79.28,76.089,40527100,2.340422913
23-01-2006,79.56,75.9999,76.1,77.67,37847500,2.389052921
24-01-2006,79.42,75.77,78.76,76.04,40794800,2.338915722
25-01-2006,77.5,73.25,77.39,74.2,45563800,2.282319129
26-01-2006,75.43,71.93,74.53,72.33,42192400,2.224799765
27-01-2006,73.6,71.1,72.89,72.03,34066600,2.21557206
30-01-2006,76.6,70.87,71.28,75,49942900,2.306926343
31-01-2006,76.34,73.75,75.5,75.51,32626500,2.322613442
01-02-2006,76.46,74.64,75,75.42,18613800,2.31984513
02-02-2006,75.36,72.05,75.32,72.1,25261500,2.217725191
03-02-2006,72.79,71.04,72.28,71.847,24718700,2.209943159
06-02-2006,72.51,66.74,72.16,67.3,58991700,2.070081905
07-02-2006,69.48,66.68,68.34,67.6,49601100,2.07930961
08-02-2006,69.08,66,68.46,68.81,34039800,2.116528022
09-02-2006,69.23,64.53,69.21,64.95,41063000,1.997798213
10-02-2006,67.67,62.9,65.13,67.31,62874200,2.070389495
13-02-2006,66.75,64.64,66.52,64.71,31553500,1.990416049
14-02-2006,68.1,65,65.11,67.645,41462100,2.080693766
15-02-2006,69.62,66.75,67.31,69.22,41420400,2.129139219
16-02-2006,71.01,69.48,69.99,70.57,33863400,2.170663894
17-02-2006,70.89,69.61,70.31,70.29,20571400,2.162051369
21-02-2006,70.8,68.68,70.63,69.08,27843100,2.124832957
22-02-2006,71.67,68,69,71.32,34937100,2.193733157
23-02-2006,73,71.43,71.78,71.75,30604200,2.206959535
24-02-2006,72.89,71.2,72.14,71.46,19098000,2.19803942
27-02-2006,72.12,70.65,72.02,70.99,28258600,2.183582681
28-02-2006,72.4,68.1,71.6,68.49,45249300,2.106685136
01-03-2006,69.49,68.02,69,69.1,27279200,2.125448137
02-03-2006,69.99,68.67,69.02,69.61,22331200,2.141135236
03-03-2006,69.91,67.53,69.33,67.72,26345300,2.083000693
06-03-2006,67.72,64.94,67.6,65.48,32595200,2.014100492
07-03-2006,66.9,65.08,65.76,66.31,31174200,2.039630477
08-03-2006,67.2,65.35,66.36,65.66,23330400,2.019637116
09-03-2006,66.47,63.81,66.09,63.93,28546600,1.966424015
10-03-2006,64.49,62.45,64.01,63.19,37255100,1.943662341
13-03-2006,66.28,64.79,65.61,65.68,30756700,2.020252296
14-03-2006,67.32,65.5,65.79,67.32,22929300,2.070697085
15-03-2006,68.04,65.52,67.82,66.23,31857000,2.037169756
16-03-2006,66.9,64.3,66.89,64.31,26772800,1.978112441
17-03-2006,65.54,64.11,64.74,64.66,29001500,1.988878098
20-03-2006,65.46,63.87,65.21,63.99,21622900,1.968269556
21-03-2006,64.34,61.39,64.3,61.81,48048800,1.901214897
22-03-2006,63.25,61.27,62.26,61.67,48067700,1.896908634
23-03-2006,61.9,59.61,61.69,60.16,50993800,1.850462517
24-03-2006,60.94,59.03,60.27,59.96,38285000,1.844310714
27-03-2006,61.38,59.4,60.23,59.51,39574000,1.830469156
28-03-2006,60.14,58.25,59.69,58.71,48940100,1.805861941
29-03-2006,62.52,57.67,59.13,62.33,83815500,1.917209586
30-03-2006,63.3,61.53,62.85,62.75,49666100,1.930128374
31-03-2006,63.61,62.24,63.24,62.72,29119900,1.929205603
03-04-2006,64.12,62.61,63.66,62.65,29135400,1.927052472
04-04-2006,62.22,61.05,62.11,61.17,33283000,1.881529125
05-04-2006,67.21,64.15,64.71,67.21,79764600,2.067313593
06-04-2006,72.05,68.2,68.3,71.24,95134600,2.191272436
07-04-2006,71.21,68.47,70.91,69.79,55187100,2.14667186
10-04-2006,70.93,68.45,70.24,68.67,32268400,2.11222176
11-04-2006,69.3,67.07,69.03,67.99,33547000,2.091305627
12-04-2006,68.1738,66.3,68.14,66.71,26424800,2.051934084
13-04-2006,67.44,65.81,66.3,66.469,26238500,2.044521161
17-04-2006,66.84,64.35,66.51,64.811,25783500,1.993522709
18-04-2006,66.4737,64.79,65,66.22,28387300,2.036862166
19-04-2006,67,65.47,66.82,65.65,38786900,2.019329525
20-04-2006,70,66.2,69.5,67.63,59535100,2.080232381
21-04-2006,68.64,66.47,68.47,67.04,28178100,2.06208456
24-04-2006,66.92,65.5,66.92,65.75,25251000,2.022405427
25-04-2006,66.59,65.56,65.97,66.17,18895100,2.035324215
26-04-2006,68.28,66.4,66.6,68.15,25388800,2.09622707
27-04-2006,69.86,67.35,67.74,69.36,30212400,2.133445482
28-04-2006,71.3,69.2,69.25,70.39,27144200,2.16512727
01-05-2006,71.54,69.16,70.78,69.6,26799300,2.140827646
02-05-2006,71.98,70.11,70.15,71.62,27559400,2.202960862
03-05-2006,71.95,70.18,71.95,71.14,24535400,2.188196534
04-05-2006,72.89,70.46,71.22,71.13,30729300,2.187888944
05-05-2006,72.25,71.15,71.86,71.89,20139700,2.211265797
08-05-2006,73.8,71.72,72.99,71.89,21244700,2.211265797
09-05-2006,72.56,70.62,71.83,71.03,18988100,2.184813042
10-05-2006,71.33,69.61,71.29,70.6,16424600,2.171586664
11-05-2006,70.84,67.55,70.8,68.15,29024600,2.09622707
12-05-2006,68.69,66.86,67.7,67.7,22920500,2.082385512
15-05-2006,68.38,67.12,67.37,67.79,18899200,2.085153824
16-05-2006,68.25,64.75,68.1,64.98,33455000,1.998720983
17-05-2006,65.7,64.07,64.705,65.26,26935500,2.007333508
18-05-2006,66.26,63.12,65.68,63.18,23515800,1.943354751
19-05-2006,64.88,62.82,63.26,64.51,35209500,1.984264245
22-05-2006,63.99,62.77,63.87,63.38,25677700,1.949506555
23-05-2006,65.19,63,64.86,63.15,24800500,1.942431981
24-05-2006,63.65,61.56,62.99,63.34,32715400,1.948276194
25-05-2006,64.45,63.29,64.26,64.33,16549000,1.978727622
26-05-2006,64.56,63.14,64.31,63.549,15462500,1.954704829
30-05-2006,63.3,61.2187,63.29,61.22,20121500,1.883067076
31-05-2006,61.79,58.69,61.755,59.77,45749200,1.8384665
01-06-2006,62.28,59.52,59.85,62.17,33661000,1.912288143
02-06-2006,63.1,60.88,62.99,61.66,24492400,1.896601044
05-06-2006,61.15,59.97,61.15,60,21635200,1.845541074
06-06-2006,60.63,58.91,60.22,59.723,25929900,1.837020826
07-06-2006,60.4,58.35,60.1,58.565,26803800,1.801401884
08-06-2006,60.93,57.15,58.44,60.76,49910100,1.868917928
09-06-2006,61.56,59.13,61.18,59.52,27708500,1.830776746
12-06-2006,59.73,56.96,58.83,57,25635200,1.753264021
13-06-2006,59.1,57.36,57.61,58.33,38594400,1.794173514
14-06-2006,58.78,56.69,58.28,57.61,31362000,1.772027022
15-06-2006,59.74,56.75,57.3,59.38,42513700,1.826470483
16-06-2006,59.19,57.5197,58.955,57.56,29932200,1.770489071
19-06-2006,58.18,57,57.83,57.2,25163400,1.759415824
20-06-2006,58.35,57.29,57.61,57.47,24034800,1.767720759
21-06-2006,58.71,57.3,57.74,57.86,30832000,1.779716776
22-06-2006,59.75,58.07,58.2,59.58,34486900,1.832622287
23-06-2006,60.17,58.73,59.72,58.83,23578700,1.809553023
26-06-2006,59.2,58.37,59.17,58.99,16662000,1.814474466
27-06-2006,59.22,57.4,59.09,57.43,19664700,1.766490398
28-06-2006,57.3,55.41,57.29,56.02,30382300,1.723120183
29-06-2006,59.09,56.39,56.76,58.97,31192800,1.813859286
30-06-2006,57.75,56.5,57.59,57.27,26417700,1.761568955
03-07-2006,58.18,57.34,57.52,57.95,6956100,1.782485088
05-07-2006,57.6,56.56,57.15,57.0015,18508600,1.753310159
06-07-2006,57.4,55.61,57.09,55.77,22614600,1.715430429
07-07-2006,56.55,54.67,55.48,55.4,28548600,1.704049592
10-07-2006,56.49,54.5,55.7,55,18905200,1.691745985
11-07-2006,55.99,54.53,55.11,55.65,29465100,1.711739346
12-07-2006,55.24,52.9176,55.17,52.96,33118900,1.628997588
13-07-2006,54.12,51.41,52.03,52.25,44639500,1.607158686
14-07-2006,52.89,50.16,52.5,50.67,35465600,1.558559437
17-07-2006,53.11,51.65,51.73,52.37,36590800,1.610849768
18-07-2006,53.85,51.85,53.16,52.9,35730300,1.627152047
19-07-2006,55.08,52.36,52.96,54.1,49669400,1.664062869
20-07-2006,61.59,59.72,60.96,60.5,70433800,1.860920583
21-07-2006,61.15,59.64,59.82,60.72,31853300,1.867687567
24-07-2006,62.1,60.43,61.26,61.42,25816300,1.88921888
25-07-2006,62.09,60.78,61.78,61.928,21038200,1.904844461
26-07-2006,64.64,61.68,62,63.87,32086700,1.964578474
27-07-2006,65.02,62.86,64.505,63.4,26251600,1.950121735
28-07-2006,65.68,63.5,63.94,65.59,24696700,2.017483984
31-07-2006,68.63,66.28,66.83,67.96,31887200,2.090382857
01-08-2006,67.93,65.94,67.22,67.18,25420200,2.066390823
02-08-2006,68.68,67.51,67.65,68.16,19670300,2.09653466
03-08-2006,70,67.8096,67.91,69.59,30037300,2.140520056
04-08-2006,68.61,64.96,67.05,68.3,66173800,2.100840923
07-08-2006,69.6,66.31,67.72,67.21,44482600,2.067313593
08-08-2006,67.112,64.51,67.09,64.78,35638000,1.99256918
09-08-2006,65.6,63.4,65.43,63.59,34137100,1.955965949
10-08-2006,64.81,62.7,63.25,64.07,24920000,1.970730277
11-08-2006,64.13,62.58,63.25,63.65,27768900,1.95781149
14-08-2006,65.22,63.6,64.05,63.94,25629300,1.966731605
15-08-2006,66.5,64.8,65.34,66.45,30762600,2.04393674
16-08-2006,68.07,66.33,67.1,67.98,27903000,2.090998037
17-08-2006,68.66,67.18,68,67.59,20755300,2.07900202
18-08-2006,68.4,67.26,67.71,67.91,19155500,2.088844906
21-08-2006,67.31,66.15,67.3,66.56,18793800,2.047320232
22-08-2006,68.32,66.5,66.68,67.62,20606000,2.079924791
23-08-2006,68.65,66.94,68,67.31,19152100,2.070389495
24-08-2006,68.19,66.27,67.89,67.81,23399700,2.085769004
25-08-2006,69.05,67.31,67.34,68.75,19427100,2.114682481
28-08-2006,68.61,66.68,68.5,66.98,26362900,2.060239019
29-08-2006,67.26,65.12,66.99,66.48,33833300,2.04485951
30-08-2006,67.82,66.68,67.335,66.96,24290800,2.059623839
31-08-2006,68.3,66.66,67.28,67.85,20524900,2.086999365
01-09-2006,68.65,67.82,68.48,68.38,14589100,2.103301644
05-09-2006,71.5,68.55,68.97,71.48,36159200,2.1986546
06-09-2006,71.69,69.7,71.08,70.03,34789400,2.154054024
07-09-2006,73.48,70.25,70.6,72.8,45284200,2.239256503
08-09-2006,73.57,71.91,73.37,72.52,31997200,2.230643978
11-09-2006,73.73,71.42,72.43,72.5,33897300,2.230028798
12-09-2006,73.45,71.45,72.81,72.63,60167400,2.23402747
13-09-2006,74.32,72.3,72.85,74.2,40933500,2.282319129
14-09-2006,74.67,73.46,73.72,74.17,28633200,2.281396358
15-09-2006,74.98,73.29,74.6,74.1,35066200,2.279243227
18-09-2006,74.86,73.3,73.8,73.89,25188500,2.272783833
19-09-2006,74.36,72.8,74.1,73.77,25358900,2.269092751
20-09-2006,75.68,74.22,74.38,75.26,29385400,2.314923688
21-09-2006,76.06,74.02,75.25,74.65,28361600,2.296160687
22-09-2006,74.34,72.58,74.3,73,23754000,2.245408307
25-09-2006,75.86,73.72,73.81,75.75,30678300,2.329995606
26-09-2006,77.78,76.1,76.18,77.61,39391000,2.38720738
27-09-2006,77.47,75.82,77.17,76.41,28941900,2.350296558
28-09-2006,77.48,75.95,77.02,77.01,25843200,2.368751969
29-09-2006,77.52,76.68,77.11,76.98,14493300,2.367829198
02-10-2006,75.87,74.3,75.1,74.86,25451400,2.30262008
03-10-2006,74.95,73.19,74.45,74.07,28239600,2.278320456
04-10-2006,75.462,73.16,74.1,75.38,29610100,2.31861477
05-10-2006,76.16,74.13,74.53,74.83,24424400,2.30169731
06-10-2006,75.04,73.81,74.42,74.22,16677100,2.282934309
09-10-2006,75.08,73.53,73.8,74.63,15650800,2.295545506
10-10-2006,74.58,73.08,74.54,73.81,18985300,2.270323112
11-10-2006,73.98,72.6,73.42,73.23,20423400,2.252482881
12-10-2006,75.39,73.6,73.61,75.26,21173400,2.314923688
13-10-2006,76.88,74.74,75.63,75.02,24435600,2.307541523
16-10-2006,75.88,74.789,75.19,75.4,18167600,2.31922995
17-10-2006,75.27,74.04,75.04,74.29,17175900,2.28508744
18-10-2006,78.59,73.91,74.75,74.53,40496700,2.292469604
19-10-2006,79.95,78.16,79.26,78.99,54034900,2.429654824
20-10-2006,79.99,78.67,78.97,79.95,22836200,2.459183482
23-10-2006,81.9,79.75,79.99,81.46,29732400,2.505629599
24-10-2006,81.68,80.2,81.21,81.05,16543300,2.493018401
25-10-2006,82,81.01,81.35,81.68,17329100,2.512396582
26-10-2006,82.6,81.13,81.9,82.19,15455600,2.528083682
27-10-2006,82.45,80.01,81.75,80.41,21248800,2.47333263
30-10-2006,80.9,79.5,79.985,80.42,17854200,2.47364022
31-10-2006,81.68,80.23,81.45,81.08,17909800,2.493941172
01-11-2006,81.38,78.36,81.1,79.16,21828300,2.434883857
02-11-2006,79.32,78.5,78.915,78.98,16624400,2.429347234
03-11-2006,79.53,77.79,79.36,78.29,15424600,2.408123512
06-11-2006,80.06,78.43,78.95,79.71,15520600,2.451801317
07-11-2006,81,80.13,80.45,80.51,18783300,2.476408532
08-11-2006,82.69,79.89,80.02,82.45,24675600,2.536081026
09-11-2006,84.69,82.12,82.9,83.34,32966200,2.563456552
